id,kind,source,name_ru,name_en,tier,rarity,roll,class,trait,range,damage,burden,armor_score,thresholds,crafts_into,community,url,text_ru,text_en
q351,armor,Core,Руны Укрепления,Runes of Fortification,3,,,,,,,,6,17/43,,,https://artex-x.github.io/daggerheart-loot/i/q351.html,"Мучительное: Каждый раз, когда вы отмечаете Ячейку Брони, вы должны отметить Стресс.","Painful: Each time you mark an Armor Slot, you must mark a Stress."
q352,armor,Hope & Fear,Продвинутая Мантия Мага,Advanced Mage Robes,3,,,,,,,,4,8/22,,,https://artex-x.github.io/daggerheart-loot/i/q352.html,"Зачарованное: Вы получаете бонус к порогам урона, равный вашей Характеристике Заклинателя.",Enchanted: Gain a bonus to your damage thresholds equal to your Spellcast trait.
q353,armor,Hope & Fear,Продвинутый Бригантный Доспех,Advanced Brigandine Armor,3,,,,,,,,5,11/26,,,https://artex-x.github.io/daggerheart-loot/i/q353.html,"Облицованное: Отметьте Стресс, чтобы не получать Легкий урон.",Lined: Mark a Stress to negate Minor damage.
q354,armor,Hope & Fear,Продвинутый Чешуйчатый Доспех,Advanced Scale Mail Armor,3,,,,,,,,5,13/30,,,https://artex-x.github.io/daggerheart-loot/i/q354.html,Громоздкое: −1 к Искусности,Cumbersome: −1 to Finesse
q355,armor,Hope & Fear,Продвинутый Опоясанный Доспех,Advanced Banded Armor,3,,,,,,,,6,15/34,,,https://artex-x.github.io/daggerheart-loot/i/q355.html,Неуклюжее: −1 к Уклонению; при получении Тяжелого урона вы должны отметить Стресс.,"Bulky: −1 to Evasion; when you take Severe damage, you must mark a Stress."
q356,armor,Hope & Fear,Наряд Грандминстра,Granminster’s Finery,3,,,,,,,,2,11/27,,,https://artex-x.github.io/daggerheart-loot/i/q356.html,"Превосходное: Вы получаете бонус к Показателю Брони, равный вашему Влиянию.",Magnificent: Gain a bonus to your Armor Score equal to your Presence.
q357,armor,Hope & Fear,Астральное Одеяние,Astral Raiment,3,,,,,,,,5,11/27,,,https://artex-x.github.io/daggerheart-loot/i/q357.html,"Звездное: Отметьте Стресс, чтобы получить преимущество на Бросок Заклинания.",Stellar: Mark a Stress to gain advantage on a Spellcast roll.
q358,armor,Hope & Fear,Плащ Клевера,Cloverweave Cloak,3,,,,,,,,5,11/27,,,https://artex-x.github.io/daggerheart-loot/i/q358.html,Удачливое: Один раз за сцену вы можете заменить провал с Надеждой на успех со Страхом.,"Fortune-Favored: Once per scene, you can change a failure with Hope into a success with Fear."
q359,armor,Hope & Fear,Пластинчатый Доспех Стража Неба,Skywarden’s Lamellar,3,,,,,,,,5,11/27,,,https://artex-x.github.io/daggerheart-loot/i/q359.html,Бдительное: +2 к Уклонению,Vigilant: +2 to Evasion
q360,armor,Hope & Fear,Латы Кровокамня,Bloodstone Plate Armor,3,,,,,,,,6,13/35,,,https://artex-x.github.io/daggerheart-loot/i/q360.html,"Кровожадное: Когда вы выбрасываете критический успех на атаку оружием Вплотную, очистите Рану.","Bloodthirsty: When you critically succeed on a weapon attack within Melee range, clear a Hit Point."
q361,armor,Hope & Fear,Глубинный Коралловый Доспех,Deep-Forged Coral Armor,3,,,,,,,,6,13/35,,,https://artex-x.github.io/daggerheart-loot/i/q361.html,"Водное: Вы можете дышать под водой и получаете преимущество на броски Проворности, пока под водой.",Aquatic: You can breathe underwater and gain advantage on Agility Rolls while submerged.
q362,armor,Core,Легендарный Стеганый Доспех,Legendary Gambeson Armor,4,,,,,,,,6,11/32,,,https://artex-x.github.io/daggerheart-loot/i/q362.html,Гибкое: +1 к Уклонению,Flexible: +1 to Evasion
q363,armor,Core,Легендарный Кожаный Доспех,Legendary Leather Armor,4,,,,,,,,6,13/36,,,https://artex-x.github.io/daggerheart-loot/i/q363.html,,
q364,armor,Core,Легендарный Кольчужный Доспех,Legendary Chainmail Armor,4,,,,,,,,7,15/40,,,https://artex-x.github.io/daggerheart-loot/i/q364.html,Тяжелое: −1 к Уклонению,Heavy: −1 to Evasion
q365,armor,Core,Легендарный Латный Доспех,Legendary Full Plate Armor,4,,,,,,,,7,17/44,,,https://artex-x.github.io/daggerheart-loot/i/q365.html,Очень тяжелое: −2 к Уклонению; −1 к Проворности,Very Heavy: −2 to Evasion; −1 to Agility
q366,armor,Core,Шёлковая Кольчуга Дунамиса,Dunamis Silkchain,4,,,,,,,,7,13/36,,,https://artex-x.github.io/daggerheart-loot/i/q366.html,"Замедляющее Время: Отметьте Ячейку Брони, чтобы бросить d4 и добавить его результат в качестве бонуса к вашему Уклонению от наступающей атаки.",Timeslowing: Mark an Armor Slot to roll a d4 and add its result as a bonus to your Evasion against an incoming attack.
q367,armor,Core,Проводящий Доспех,Channeling Armor,4,,,,,,,,5,13/36,,,https://artex-x.github.io/daggerheart-loot/i/q367.html,Проводящее: +1 к Броскам Заклинаний,Channeling: +1 to Spellcast Rolls
q368,armor,Core,Плетённый Углями Доспех,Emberwoven Armor,4,,,,,,,,6,13/36,,,https://artex-x.github.io/daggerheart-loot/i/q368.html,"Горящее: Когда противник атакует вас Вплотную, он отмечает себе Стресс.","Burning: When an adversary attacks you within Melee range, they mark a Stress."
q369,armor,Core,Укреплённый Полный Доспех,Full Fortified Armor,4,,,,,,,,4,15/40,,,https://artex-x.github.io/daggerheart-loot/i/q369.html,"Укрепленное: Когда вы отмечаете Ячейку Брони, вы уменьшаете тяжесть атаки на два порога вместо одного.","Fortified: When you mark an Armor Slot, you reduce the severity of an attack by two thresholds instead of one."
q370,armor,Core,Опаловый Доспех Веритаса,Veritas Opal Armor,4,,,,,,,,6,13/36,,,https://artex-x.github.io/daggerheart-loot/i/q370.html,"Ищущее Истину: Эта броня светится, когда другое существо в пределах Средней дистанции лжёт.",Truthseeking: This armor glows when another creature within Close range tells a lie.
q371,armor,Core,Кольчуга Спасителя,Savior Chainmail,4,,,,,,,,8,18/48,,,https://artex-x.github.io/daggerheart-loot/i/q371.html,Сложное: −1 ко всем Характеристикам и Уклонению,Difficult: −1 to all character traits and Evasion
q372,armor,Hope & Fear,Легендарная Мантия Мага,Legendary Mage Robes,4,,,,,,,,5,10/31,,,https://artex-x.github.io/daggerheart-loot/i/q372.html,"Зачарованное: Вы получаете бонус к порогам урона, равный вашей Характеристике Заклинателя.",Enchanted: Gain a bonus to your damage thresholds equal to your Spellcast trait.
q373,armor,Hope & Fear,Легендарный Бригантный Доспех,Legendary Brigandine Armor,4,,,,,,,,6,13/35,,,https://artex-x.github.io/daggerheart-loot/i/q373.html,"Облицованное: Отметьте Стресс, чтобы не получать Легкий урон.",Lined: Mark a Stress to negate Minor damage.
q374,armor,Hope & Fear,Легендарный Чешуйчатый Доспех,Legendary Scale Mail Armor,4,,,,,,,,6,15/39,,,https://artex-x.github.io/daggerheart-loot/i/q374.html,Громоздкое: −1 к Искусности,Cumbersome: −1 to Finesse
q375,armor,Hope & Fear,Легендарный Опоясанный Доспех,Legendary Banded Armor,4,,,,,,,,7,17/43,,,https://artex-x.github.io/daggerheart-loot/i/q375.html,Неуклюжее: −1 к Уклонению; при получении Тяжелого урона вы должны отметить Стресс.,"Bulky: −1 to Evasion; when you take Severe damage, you must mark a Stress."
q376,armor,Hope & Fear,Покров Тьмы,Darkweave Shroud,4,,,,,,,,5,13/36,,,https://artex-x.github.io/daggerheart-loot/i/q376.html,Призрачное: Один раз до следующего отдыха отметьте Стресс и передвиньтесь в пределах Средней дистанции сквозь твердые предметы.,"Ghostwalker: Once per rest, mark a Stress to move up to Close range through solid objects."
q377,armor,Hope & Fear,Божественный Пластинчатый Доспех,Godbound Laminar,4,,,,,,,,6,13/36,,,https://artex-x.github.io/daggerheart-loot/i/q377.html,"Священное: Когда вы отмечаете Ячейку Брони, получите Надежду.","Divine: When you mark an Armor Slot, gain a Hope."
q378,armor,Hope & Fear,Латы Ужаса,Circle-Forged Dreadplate,4,,,,,,,,6,14/38,,,https://artex-x.github.io/daggerheart-loot/i/q378.html,"Проклятое: Когда вы отмечаете любое количество Ран, бросьте d4. При результате 4 атакующий должен отметить такое же количество Стресса.","Accursed: When you mark any number of Hit Points from an attack, roll a d4. On a result of 4, the attacker must mark an equal number of Stress."
